participant_id,form_version,domain,scenario_id,theme_id,is_modified,axis,choice,confidence,excluded,exclusion_reason,sds_score,centered_achievement,centered_benevolence,centered_conformity,centered_hedonism,centered_power,centered_security,centered_self_direction,centered_stimulation,centered_tradition,centered_universalism
P_F1_19156,F1,CS,SC001_1,SC001,0,,0,4,1,high_sds,8,-0.16666666666666652,0.8333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,-0.6666666666666665,-0.6666666666666665,-0.6666666666666665,0.3333333333333335,0.0
P_F1_19156,F1,CS,SC001_2,SC001,1,self_preservation,0,2,1,high_sds,8,-0.16666666666666652,0.8333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,-0.6666666666666665,-0.6666666666666665,-0.6666666666666665,0.3333333333333335,0.0
P_F1_19156,F1,CS,SC002_1,SC002,0,,1,5,1,high_sds,8,-0.16666666666666652,0.8333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,-0.6666666666666665,-0.6666666666666665,-0.6666666666666665,0.3333333333333335,0.0
P_F1_19156,F1,CS,SC002_2,SC002,1,resource_scarcity,1,4,1,high_sds,8,-0.16666666666666652,0.8333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,-0.6666666666666665,-0.6666666666666665,-0.6666666666666665,0.3333333333333335,0.0
P_F1_19156,F1,CS,SC003_1,SC003,0,,1,5,1,high_sds,8,-0.16666666666666652,0.8333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,-0.6666666666666665,-0.6666666666666665,-0.6666666666666665,0.3333333333333335,0.0
P_F1_19156,F1,CS,SC003_2,SC003,1,social_visibility,1,2,1,high_sds,8,-0.16666666666666652,0.8333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,-0.6666666666666665,-0.6666666666666665,-0.6666666666666665,0.3333333333333335,0.0
P_F1_19156,F1,CS,SC004_1,SC004,0,,0,4,1,high_sds,8,-0.16666666666666652,0.8333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,-0.6666666666666665,-0.6666666666666665,-0.6666666666666665,0.3333333333333335,0.0
P_F1_19156,F1,CS,SC004_2,SC004,1,in_out_group,1,4,1,high_sds,8,-0.16666666666666652,0.8333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,-0.6666666666666665,-0.6666666666666665,-0.6666666666666665,0.3333333333333335,0.0
P_F1_19156,F1,CS,SC005_1,SC005,0,,0,5,1,high_sds,8,-0.16666666666666652,0.8333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,-0.6666666666666665,-0.6666666666666665,-0.6666666666666665,0.3333333333333335,0.0
P_F1_19156,F1,CS,SC005_2,SC005,1,time_pressure,1,2,1,high_sds,8,-0.16666666666666652,0.8333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,-0.6666666666666665,-0.6666666666666665,-0.6666666666666665,0.3333333333333335,0.0
P_F1_97641,F1,software,SC001_1,SC001,0,,1,5,0,,6,-0.023809523809523725,-0.5238095238095237,1.9761904761904763,0.9761904761904763,-0.5238095238095237,-0.5238095238095237,0.4761904761904763,-1.0238095238095237,-1.0238095238095237,0.1428571428571428
P_F1_97641,F1,software,SC001_2,SC001,1,self_preservation,1,5,0,,6,-0.023809523809523725,-0.5238095238095237,1.9761904761904763,0.9761904761904763,-0.5238095238095237,-0.5238095238095237,0.4761904761904763,-1.0238095238095237,-1.0238095238095237,0.1428571428571428
P_F1_97641,F1,software,SC002_1,SC002,0,,1,2,0,,6,-0.023809523809523725,-0.5238095238095237,1.9761904761904763,0.9761904761904763,-0.5238095238095237,-0.5238095238095237,0.4761904761904763,-1.0238095238095237,-1.0238095238095237,0.1428571428571428
P_F1_97641,F1,software,SC002_2,SC002,1,resource_scarcity,0,5,0,,6,-0.023809523809523725,-0.5238095238095237,1.9761904761904763,0.9761904761904763,-0.5238095238095237,-0.5238095238095237,0.4761904761904763,-1.0238095238095237,-1.0238095238095237,0.1428571428571428
P_F1_97641,F1,software,SC003_1,SC003,0,,1,4,0,,6,-0.023809523809523725,-0.5238095238095237,1.9761904761904763,0.9761904761904763,-0.5238095238095237,-0.5238095238095237,0.4761904761904763,-1.0238095238095237,-1.0238095238095237,0.1428571428571428
P_F1_97641,F1,software,SC003_2,SC003,1,social_visibility,1,2,0,,6,-0.023809523809523725,-0.5238095238095237,1.9761904761904763,0.9761904761904763,-0.5238095238095237,-0.5238095238095237,0.4761904761904763,-1.0238095238095237,-1.0238095238095237,0.1428571428571428
P_F1_97641,F1,software,SC004_1,SC004,0,,1,3,0,,6,-0.023809523809523725,-0.5238095238095237,1.9761904761904763,0.9761904761904763,-0.5238095238095237,-0.5238095238095237,0.4761904761904763,-1.0238095238095237,-1.0238095238095237,0.1428571428571428
P_F1_97641,F1,software,SC004_2,SC004,1,in_out_group,1,4,0,,6,-0.023809523809523725,-0.5238095238095237,1.9761904761904763,0.9761904761904763,-0.5238095238095237,-0.5238095238095237,0.4761904761904763,-1.0238095238095237,-1.0238095238095237,0.1428571428571428
P_F1_97641,F1,software,SC005_1,SC005,0,,0,2,0,,6,-0.023809523809523725,-0.5238095238095237,1.9761904761904763,0.9761904761904763,-0.5238095238095237,-0.5238095238095237,0.4761904761904763,-1.0238095238095237,-1.0238095238095237,0.1428571428571428
P_F1_97641,F1,software,SC005_2,SC005,1,time_pressure,0,5,0,,6,-0.023809523809523725,-0.5238095238095237,1.9761904761904763,0.9761904761904763,-0.5238095238095237,-0.5238095238095237,0.4761904761904763,-1.0238095238095237,-1.0238095238095237,0.1428571428571428
P_F1_23393,F1,medical,SC001_1,SC001,0,,0,4,0,,5,0.2857142857142856,-0.7142857142857144,0.7857142857142856,-1.2142857142857144,0.2857142857142856,0.7857142857142856,0.2857142857142856,1.2857142857142856,-0.2142857142857144,-1.047619047619048
P_F1_23393,F1,medical,SC001_2,SC001,1,self_preservation,0,4,0,,5,0.2857142857142856,-0.7142857142857144,0.7857142857142856,-1.2142857142857144,0.2857142857142856,0.7857142857142856,0.2857142857142856,1.2857142857142856,-0.2142857142857144,-1.047619047619048
P_F1_23393,F1,medical,SC002_1,SC002,0,,1,2,0,,5,0.2857142857142856,-0.7142857142857144,0.7857142857142856,-1.2142857142857144,0.2857142857142856,0.7857142857142856,0.2857142857142856,1.2857142857142856,-0.2142857142857144,-1.047619047619048
P_F1_23393,F1,medical,SC002_2,SC002,1,resource_scarcity,1,3,0,,5,0.2857142857142856,-0.7142857142857144,0.7857142857142856,-1.2142857142857144,0.2857142857142856,0.7857142857142856,0.2857142857142856,1.2857142857142856,-0.2142857142857144,-1.047619047619048
P_F1_23393,F1,medical,SC003_1,SC003,0,,1,5,0,,5,0.2857142857142856,-0.7142857142857144,0.7857142857142856,-1.2142857142857144,0.2857142857142856,0.7857142857142856,0.2857142857142856,1.2857142857142856,-0.2142857142857144,-1.047619047619048
P_F1_23393,F1,medical,SC003_2,SC003,1,social_visibility,1,2,0,,5,0.2857142857142856,-0.7142857142857144,0.7857142857142856,-1.2142857142857144,0.2857142857142856,0.7857142857142856,0.2857142857142856,1.2857142857142856,-0.2142857142857144,-1.047619047619048
P_F1_23393,F1,medical,SC004_1,SC004,0,,0,4,0,,5,0.2857142857142856,-0.7142857142857144,0.7857142857142856,-1.2142857142857144,0.2857142857142856,0.7857142857142856,0.2857142857142856,1.2857142857142856,-0.2142857142857144,-1.047619047619048
P_F1_23393,F1,medical,SC004_2,SC004,1,in_out_group,0,2,0,,5,0.2857142857142856,-0.7142857142857144,0.7857142857142856,-1.2142857142857144,0.2857142857142856,0.7857142857142856,0.2857142857142856,1.2857142857142856,-0.2142857142857144,-1.047619047619048
P_F1_23393,F1,medical,SC005_1,SC005,0,,0,2,0,,5,0.2857142857142856,-0.7142857142857144,0.7857142857142856,-1.2142857142857144,0.2857142857142856,0.7857142857142856,0.2857142857142856,1.2857142857142856,-0.2142857142857144,-1.047619047619048
P_F1_23393,F1,medical,SC005_2,SC005,1,time_pressure,0,3,0,,5,0.2857142857142856,-0.7142857142857144,0.7857142857142856,-1.2142857142857144,0.2857142857142856,0.7857142857142856,0.2857142857142856,1.2857142857142856,-0.2142857142857144,-1.047619047619048
P_F1_32282,F1,CS,SC001_1,SC001,0,,0,3,0,,4,-0.8809523809523809,2.119047619047619,-0.8809523809523809,-0.38095238095238093,1.119047619047619,0.11904761904761907,-0.38095238095238093,-1.880952380952381,1.119047619047619,-0.04761904761904745
P_F1_32282,F1,CS,SC001_2,SC001,1,self_preservation,1,3,0,,4,-0.8809523809523809,2.119047619047619,-0.8809523809523809,-0.38095238095238093,1.119047619047619,0.11904761904761907,-0.38095238095238093,-1.880952380952381,1.119047619047619,-0.04761904761904745
P_F1_32282,F1,CS,SC002_1,SC002,0,,1,5,0,,4,-0.8809523809523809,2.119047619047619,-0.8809523809523809,-0.38095238095238093,1.119047619047619,0.11904761904761907,-0.38095238095238093,-1.880952380952381,1.119047619047619,-0.04761904761904745
P_F1_32282,F1,CS,SC002_2,SC002,1,resource_scarcity,0,2,0,,4,-0.8809523809523809,2.119047619047619,-0.8809523809523809,-0.38095238095238093,1.119047619047619,0.11904761904761907,-0.38095238095238093,-1.880952380952381,1.119047619047619,-0.04761904761904745
P_F1_32282,F1,CS,SC003_1,SC003,0,,0,4,0,,4,-0.8809523809523809,2.119047619047619,-0.8809523809523809,-0.38095238095238093,1.119047619047619,0.11904761904761907,-0.38095238095238093,-1.880952380952381,1.119047619047619,-0.04761904761904745
P_F1_32282,F1,CS,SC003_2,SC003,1,social_visibility,0,5,0,,4,-0.8809523809523809,2.119047619047619,-0.8809523809523809,-0.38095238095238093,1.119047619047619,0.11904761904761907,-0.38095238095238093,-1.880952380952381,1.119047619047619,-0.04761904761904745
P_F1_32282,F1,CS,SC004_1,SC004,0,,0,2,0,,4,-0.8809523809523809,2.119047619047619,-0.8809523809523809,-0.38095238095238093,1.119047619047619,0.11904761904761907,-0.38095238095238093,-1.880952380952381,1.119047619047619,-0.04761904761904745
P_F1_32282,F1,CS,SC004_2,SC004,1,in_out_group,0,2,0,,4,-0.8809523809523809,2.119047619047619,-0.8809523809523809,-0.38095238095238093,1.119047619047619,0.11904761904761907,-0.38095238095238093,-1.880952380952381,1.119047619047619,-0.04761904761904745
P_F1_32282,F1,CS,SC005_1,SC005,0,,1,4,0,,4,-0.8809523809523809,2.119047619047619,-0.8809523809523809,-0.38095238095238093,1.119047619047619,0.11904761904761907,-0.38095238095238093,-1.880952380952381,1.119047619047619,-0.04761904761904745
P_F1_32282,F1,CS,SC005_2,SC005,1,time_pressure,1,2,0,,4,-0.8809523809523809,2.119047619047619,-0.8809523809523809,-0.38095238095238093,1.119047619047619,0.11904761904761907,-0.38095238095238093,-1.880952380952381,1.119047619047619,-0.04761904761904745
P_F1_79898,F1,software,SC001_1,SC001,0,,0,2,0,,4,-1.3095238095238093,0.1904761904761907,-0.3095238095238093,-0.3095238095238093,0.1904761904761907,0.1904761904761907,-0.8095238095238093,0.6904761904761907,0.1904761904761907,0.8571428571428572
P_F1_79898,F1,software,SC001_2,SC001,1,self_preservation,1,5,0,,4,-1.3095238095238093,0.1904761904761907,-0.3095238095238093,-0.3095238095238093,0.1904761904761907,0.1904761904761907,-0.8095238095238093,0.6904761904761907,0.1904761904761907,0.8571428571428572
P_F1_79898,F1,software,SC002_1,SC002,0,,1,2,0,,4,-1.3095238095238093,0.1904761904761907,-0.3095238095238093,-0.3095238095238093,0.1904761904761907,0.1904761904761907,-0.8095238095238093,0.6904761904761907,0.1904761904761907,0.8571428571428572
P_F1_79898,F1,software,SC002_2,SC002,1,resource_scarcity,1,4,0,,4,-1.3095238095238093,0.1904761904761907,-0.3095238095238093,-0.3095238095238093,0.1904761904761907,0.1904761904761907,-0.8095238095238093,0.6904761904761907,0.1904761904761907,0.8571428571428572
P_F1_79898,F1,software,SC003_1,SC003,0,,1,2,0,,4,-1.3095238095238093,0.1904761904761907,-0.3095238095238093,-0.3095238095238093,0.1904761904761907,0.1904761904761907,-0.8095238095238093,0.6904761904761907,0.1904761904761907,0.8571428571428572
P_F1_79898,F1,software,SC003_2,SC003,1,social_visibility,1,3,0,,4,-1.3095238095238093,0.1904761904761907,-0.3095238095238093,-0.3095238095238093,0.1904761904761907,0.1904761904761907,-0.8095238095238093,0.6904761904761907,0.1904761904761907,0.8571428571428572
P_F1_79898,F1,software,SC004_1,SC004,0,,0,2,0,,4,-1.3095238095238093,0.1904761904761907,-0.3095238095238093,-0.3095238095238093,0.1904761904761907,0.1904761904761907,-0.8095238095238093,0.6904761904761907,0.1904761904761907,0.8571428571428572
P_F1_79898,F1,software,SC004_2,SC004,1,in_out_group,1,4,0,,4,-1.3095238095238093,0.1904761904761907,-0.3095238095238093,-0.3095238095238093,0.1904761904761907,0.1904761904761907,-0.8095238095238093,0.6904761904761907,0.1904761904761907,0.8571428571428572
P_F1_79898,F1,software,SC005_1,SC005,0,,1,3,0,,4,-1.3095238095238093,0.1904761904761907,-0.3095238095238093,-0.3095238095238093,0.1904761904761907,0.1904761904761907,-0.8095238095238093,0.6904761904761907,0.1904761904761907,0.8571428571428572
P_F1_79898,F1,software,SC005_2,SC005,1,time_pressure,1,3,0,,4,-1.3095238095238093,0.1904761904761907,-0.3095238095238093,-0.3095238095238093,0.1904761904761907,0.1904761904761907,-0.8095238095238093,0.6904761904761907,0.1904761904761907,0.8571428571428572
