vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,condition,modifier_text,pressured_values,llm_decision,llm_confidence,llm_driving_values,llm_reasoning,dp_score_A0,dp_score_A1,dp_decision,llm_dp_agree,llm_changed_from_baseline,dp_changed_from_baseline,llm_change_explanation
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,BASELINE,,,A1,high,Security; Self-Direction,"I chose to upgrade the facility's security systems because it aligns with my high value on security and stability, and also allows me to maintain autonomy and independence in a safe environment.",0.0,1.0,A1,YES,,,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_01,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.",Security,A1,high,Security; Self-Direction,"I prioritize upgrading the facility's security systems to ensure a stable and predictable environment, which aligns with my values of security and allows me to maintain autonomy in a safe space.",0.0,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_02,"The grant is the only new funding expected for the center this year, and additional resources are unlikely.",Power + Achievement,A1,high,Security; Self-Direction,"I prioritize upgrading the facility's security systems to ensure stability and predictability, which aligns with my high values of Security and allows me to maintain autonomy in decision-making.",0.0,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_03,Local media outlets have announced they will report on the project selected for funding.,Conformity + Power,A1,high,Security; Self-Direction,I prioritize upgrading the facility's security systems because it aligns with my high value on security and allows me to maintain autonomy in a stable environment.,0.0,1.5,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_04,Some community members advocating for each project are from neighborhoods with different backgrounds and interests.,Tradition + Universalism,A1,high,Security; Self-Direction,I chose to upgrade the facility's security systems because it aligns with my high value on security and allows me to maintain personal autonomy in a stable environment.,0.5,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_05,The grant must be allocated within a short window or the funds will be redirected elsewhere.,Achievement + Security,A1,high,Security; Self-Direction,I chose to upgrade the facility's security systems because it aligns with my high value on security and allows me to make an independent decision that ensures stability and predictability.,0.0,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_06,Several board members are also involved in the decision and have expressed willingness to support either option.,Benevolence,A1,high,Security; Self-Direction,I prioritize upgrading the facility's security systems because it aligns with my high value on Security and allows me to make an independent decision that ensures stability and predictability.,0.5,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_07,You have limited experience with grant allocation decisions and are unsure which project will have the greatest impact.,Self-Direction + Security,A1,medium,Security; Self-Direction,I chose to upgrade the facility's security systems because it aligns with my high value on security and allows me to make an independent decision that prioritizes stability and predictability.,0.0,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_08,The center's director has stated a preference for following the established funding guidelines.,Conformity + Tradition,A1,high,Security; Self-Direction,I chose to upgrade the facility's security systems because it aligns with my high value on security and allows me to maintain autonomy in decision-making despite the director's preference.,0.0,1.5,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,BASELINE,,,A1,high,Security; Self-Direction,"I prioritize maintaining neighborhood watch patrols to ensure stability and predictability in my immediate community, which aligns with my values of security and self-direction.",0.0,1.0,A1,YES,,,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_01,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.",Security,A1,high,Security; Self-Direction,"I prioritize maintaining neighborhood watch patrols to ensure personal safety and security, which aligns with my high values of Security and Self-Direction.",0.0,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_02,"The association's budget is fixed for the year, and no additional funding is expected from outside sources.",Power + Achievement,A1,high,Security; Self-Direction,Prioritizing neighborhood watch patrols aligns with valuing security and maintaining control over one's local environment.,0.0,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_03,The outcome of the vote will be published in the association's newsletter and discussed at the next community meeting.,Conformity + Power,A1,high,Security; Self-Direction,"I prioritize maintaining neighborhood watch patrols to ensure stability and predictability in my local community, which aligns with my values of security and autonomy.",0.0,1.5,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_04,"Some supporters of each initiative are new to the neighborhood, while others have lived there for decades.",Tradition + Universalism,A1,high,Security; Tradition,"I chose to maintain neighborhood watch patrols because it aligns with my high values of security and tradition, as it benefits local residents and preserves the community's stability and heritage.",0.5,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_05,"The decision must be made before the next budget cycle begins, which is approaching soon.",Achievement + Security,A1,high,Security; Self-Direction,"I prioritize maintaining neighborhood watch patrols to ensure stability and predictability in my immediate community, which aligns with my values of security and self-direction.",0.0,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_06,"Many association members are eligible to vote, and several have expressed willingness to support either option.",Benevolence,A1,high,Security; Self-Direction,"I prioritize maintaining neighborhood watch patrols to ensure stability and predictability in my immediate community, which aligns with my values of security and self-direction.",0.5,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_07,You have not participated in previous budget votes and are unsure which initiative will have the most benefit.,Self-Direction + Security,A1,medium,Security; Self-Direction,"I prioritize maintaining neighborhood watch patrols to ensure stability and predictability in my immediate community, where I have more control and autonomy.",0.0,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_08,The association president has recommended following the standard budget allocation process.,Conformity + Tradition,A1,high,Security; Tradition,"I chose to maintain neighborhood watch patrols because it aligns with my values of security and tradition, as it prioritizes the stability and predictability of our local community.",0.0,1.5,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,BASELINE,,,A0,high,Self-Direction; Achievement,"I chose the new digital workflow to increase my personal autonomy and efficiency, aligning with my values of self-direction and achievement.",2.0,1.0,A0,YES,,,
