vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,condition,modifier_text,pressured_values,llm_decision,llm_confidence,llm_driving_values,llm_reasoning,dp_score_A0,dp_score_A1,dp_decision,llm_dp_agree,llm_changed_from_baseline,dp_changed_from_baseline,llm_change_explanation
VSW_0000,ALL-LOW,SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,BASELINE,,,A0,medium,,"Neither option aligns with my values, so I choose the one that might benefit others.",0.0,0.0,TIE,NO,,,
VSW_0000,ALL-LOW,SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_01,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.",Security,A1,medium,,"Given the lack of strong values to guide the decision, the recent safety incidents at the community center tip the scale towards upgrading security systems.",0.0,0.5,A1,YES,YES,YES,"[A0→A1] Pressured: Security | LLM reason: Given the lack of strong values to guide the decision, the recent safety incidents at the community center tip the scale towards upgrading security systems."
VSW_0000,ALL-LOW,SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_02,"The grant is the only new funding expected for the center this year, and additional resources are unlikely.",Power + Achievement,A1,medium,,"Given the lack of strong values to guide the decision, I default to a practical choice that maintains the status quo, upgrading security systems to ensure the facility's continued operation.",0.0,0.0,TIE,NO,YES,NO,"[A0→A1] Pressured: Power, Achievement | LLM reason: Given the lack of strong values to guide the decision, I default to a practical choice that maintains the status quo, upgrading security systems to ensure the facility's continued operation."
VSW_0000,ALL-LOW,SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_03,Local media outlets have announced they will report on the project selected for funding.,Conformity + Power,A1,medium,,"Neither option aligns with any of my values, but upgrading security systems is a more practical choice with no conflicting values to consider.",0.0,0.5,A1,YES,YES,YES,"[A0→A1] Pressured: Conformity, Power | LLM reason: Neither option aligns with any of my values, but upgrading security systems is a more practical choice with no conflicting values to consider."
VSW_0000,ALL-LOW,SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_04,Some community members advocating for each project are from neighborhoods with different backgrounds and interests.,Tradition + Universalism,A0,medium,,"No strong values are at play, so I default to a neutral choice that might benefit the community in some way.",0.5,0.0,A0,YES,NO,YES,
VSW_0000,ALL-LOW,SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_05,The grant must be allocated within a short window or the funds will be redirected elsewhere.,Achievement + Security,A1,medium,Security,"Given the time-sensitive nature of the grant, I prioritize the security upgrade to ensure the facility's stability and predictability.",0.0,0.5,A1,YES,YES,YES,"[A0→A1] Pressured: Achievement, Security | LLM reason: Given the time-sensitive nature of the grant, I prioritize the security upgrade to ensure the facility's stability and predictability."
VSW_0000,ALL-LOW,SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_06,Several board members are also involved in the decision and have expressed willingness to support either option.,Benevolence,A1,medium,,"Given the lack of strong personal values, the decision is based on the situational context, where the support of several board members for either option suggests a neutral choice, and upgrading security systems seems a more practical and widely acceptable option.",0.5,0.0,A0,NO,YES,YES,"[A0→A1] Pressured: Benevolence | LLM reason: Given the lack of strong personal values, the decision is based on the situational context, where the support of several board members for either option suggests a neutral choice, and upgrading security systems seems a more practical and widely acceptable option."
VSW_0000,ALL-LOW,SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_07,You have limited experience with grant allocation decisions and are unsure which project will have the greatest impact.,Self-Direction + Security,A0,medium,,"Lacking strong values to guide the decision, I default to the option that seems to benefit the community in a general sense, which is the after-school program.",0.0,0.5,A1,NO,NO,YES,
VSW_0000,ALL-LOW,SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_08,The center's director has stated a preference for following the established funding guidelines.,Conformity + Tradition,A1,medium,,The person follows the director's preference due to a lack of strong personal values to influence their decision otherwise.,0.0,0.5,A1,YES,YES,YES,"[A0→A1] Pressured: Conformity, Tradition | LLM reason: The person follows the director's preference due to a lack of strong personal values to influence their decision otherwise."
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,BASELINE,,,A1,medium,,"Neither option aligns with any of my values, so I choose the option that benefits those closest to me.",0.0,0.0,TIE,NO,,,
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_01,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.",Security,A1,medium,,"Lack of strong values means I'm swayed by situational context, prioritizing neighborhood watch patrols for local safety.",0.0,0.5,A1,YES,NO,YES,
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_02,"The association's budget is fixed for the year, and no additional funding is expected from outside sources.",Power + Achievement,A1,medium,,"No values are strongly driving this decision, so I default to a choice that maintains a sense of familiarity and routine.",0.0,0.0,TIE,NO,NO,NO,
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_03,The outcome of the vote will be published in the association's newsletter and discussed at the next community meeting.,Conformity + Power,A1,medium,,"Lacking strong values to guide the decision, I default to a choice that maintains the status quo and avoids potential controversy.",0.0,0.5,A1,YES,NO,YES,
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_04,"Some supporters of each initiative are new to the neighborhood, while others have lived there for decades.",Tradition + Universalism,A1,medium,,"No values are strongly prioritized, so a default to a familiar, local option is chosen.",0.5,0.0,A0,NO,NO,YES,
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_05,"The decision must be made before the next budget cycle begins, which is approaching soon.",Achievement + Security,A1,medium,,"No strong values are present to guide the decision, so the default choice is to maintain the status quo and support the local community.",0.0,0.5,A1,YES,NO,YES,
VSW_0000,ALL-LOW,SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_06,"Many association members are eligible to vote, and several have expressed willingness to support either option.",Benevolence,A1,medium,Security,"Given the lack of strong values, the person defaults to a choice that provides a sense of stability and predictability for their immediate community.",0.5,0.0,A0,NO,NO,YES,
