vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,condition,modifier_text,pressured_values,llm_decision,llm_confidence,llm_driving_values,llm_reasoning,dp_score_A0,dp_score_A1,dp_decision,llm_dp_agree,llm_changed_from_baseline,dp_changed_from_baseline,llm_change_explanation
VSW_0271,"Stimulation, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,BASELINE,,,A0,high,Benevolence; Universalism,The person prioritizes the well-being and rights of others over the need for security and stability.,2.0,1.0,A0,YES,,,
VSW_0271,"Stimulation, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_01,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.",Security,A0,high,Benevolence; Universalism,"The person prioritizes the well-being and rights of children over facility security, as they value benevolence and universalism significantly more than security.",2.0,1.5,A0,YES,NO,NO,
VSW_0271,"Stimulation, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_02,"The grant is the only new funding expected for the center this year, and additional resources are unlikely.",Power + Achievement,A0,high,Benevolence; Universalism,The person prioritizes the well-being of children and the broader community over the low-priority value of security.,2.0,1.0,A0,YES,NO,NO,
VSW_0271,"Stimulation, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_03,Local media outlets have announced they will report on the project selected for funding.,Conformity + Power,A0,high,Benevolence; Universalism; Stimulation,The person prioritizes the well-being of others and the excitement of a new program over the low-priority value of security.,2.0,1.0,A0,YES,NO,NO,
VSW_0271,"Stimulation, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_04,Some community members advocating for each project are from neighborhoods with different backgrounds and interests.,Tradition + Universalism,A0,high,Benevolence; Universalism,"The person prioritizes the well-being and rights of others over security, which they value lowly.",2.0,1.0,A0,YES,NO,NO,
VSW_0271,"Stimulation, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_05,The grant must be allocated within a short window or the funds will be redirected elsewhere.,Achievement + Security,A0,high,Benevolence; Universalism,"The person prioritizes the well-being and rights of children over facility security, which they value very little.",2.0,1.5,A0,YES,NO,NO,
VSW_0271,"Stimulation, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_06,Several board members are also involved in the decision and have expressed willingness to support either option.,Benevolence,A0,high,Benevolence; Universalism; Stimulation,"The high priority on the well-being of others and the desire for new experiences strongly favor the after-school program over security upgrades, which are low priority.",2.0,1.0,A0,YES,NO,NO,
VSW_0271,"Stimulation, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_07,You have limited experience with grant allocation decisions and are unsure which project will have the greatest impact.,Self-Direction + Security,A0,high,Benevolence; Universalism,The high priority on the well-being of others and universal rights outweighs the low priority on security and stability.,2.0,1.5,A0,YES,NO,NO,
VSW_0271,"Stimulation, Conformity, Tradition, Benevolence, Universalism",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_08,The center's director has stated a preference for following the established funding guidelines.,Conformity + Tradition,A0,high,Benevolence; Universalism,"The person's high values for benevolence and universalism prioritize the well-being of children and the community over security upgrades, which they value lowly.",2.0,1.0,A0,YES,NO,NO,
VSW_0271,"Stimulation, Conformity, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,BASELINE,,,A0,high,Universalism; Benevolence,The person's high commitment to the well-being of all individuals and moral rightness outweighs their low priority for local security.,2.0,1.0,A0,YES,,,
