vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,condition,modifier_text,pressured_values,llm_decision,llm_confidence,llm_driving_values,llm_reasoning,dp_score_A0,dp_score_A1,dp_decision,llm_dp_agree,llm_changed_from_baseline,dp_changed_from_baseline,llm_change_explanation
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,BASELINE,,,A1,high,Security; Tradition,"The high priority on stability and predictability makes upgrading security systems far more appealing than a social program for others, given the low value placed on benevolence and universalism.",0.0,1.0,A1,YES,,,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_01,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.",Security,A1,high,Security,"The person's high priority for security and stability, combined with a low value for benevolence and universalism, makes upgrading security systems the clear choice over a social program.",0.0,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_02,"The grant is the only new funding expected for the center this year, and additional resources are unlikely.",Power + Achievement,A1,high,Security; Tradition,The person prioritizes stability and the preservation of the facility's infrastructure over the social welfare of others.,0.0,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_03,Local media outlets have announced they will report on the project selected for funding.,Conformity + Power,A1,high,Security; Achievement,"The person prioritizes stability and predictability over altruistic community goals, making the security upgrade the most aligned choice.",0.0,1.5,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_04,Some community members advocating for each project are from neighborhoods with different backgrounds and interests.,Tradition + Universalism,A1,high,Security,The person's high priority for stability and predictability makes upgrading security systems far more appealing than a program based on benevolence or universalism.,0.5,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_05,The grant must be allocated within a short window or the funds will be redirected elsewhere.,Achievement + Security,A1,high,Security,"The person highly values stability and predictability, making the security upgrade far more appealing than a social program that serves others.",0.0,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_06,Several board members are also involved in the decision and have expressed willingness to support either option.,Benevolence,A1,high,Security; Tradition,"The person prioritizes stability and predictability over altruistic community goals, making the security upgrade the most aligned choice.",0.5,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_07,You have limited experience with grant allocation decisions and are unsure which project will have the greatest impact.,Self-Direction + Security,A1,high,Security,"The person highly values stability and predictability, making the security upgrade more appealing than a program based on benevolence or universalism, which they do not prioritize.",0.0,1.0,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_1,TH001,A local community center receives a grant to support either a new after-school p…,fund the after-school program,upgrade the facility's security systems,MOD_SC001_1_08,The center's director has stated a preference for following the established funding guidelines.,Conformity + Tradition,A1,high,Security; Achievement,"The person prioritizes stability and predictability over the social welfare of others, making the security upgrade the most aligned choice.",0.0,1.5,A1,YES,NO,NO,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,BASELINE,,,A1,high,Security; Universalism; Benevolence,"The person prioritizes their own stability and security over the well-being of the wider community, as they have low values for benevolence and universalism.",0.0,1.0,A1,YES,,,
VSW_0852,"Self-Direction, Stimulation, Achievement, Security, Tradition",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,MOD_SC001_2_01,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.",Security,A1,high,Security,"The person's high value for security, combined with recent break-ins, outweighs their low concern for the general well-being of others.",0.0,1.0,A1,YES,NO,NO,
